space,location,front,streetWidth,propertyAge,driverRoom,tent,patio,maidRoom,elevator,furnihsed,pool,basement,price
252,جنوب الرياض,جنوبية شرقية,35.0,0,0,1,1,0,0,0,0,0,1120000.0
330,شرق الرياض,شمالية,15.0,0,0,1,1,1,0,0,0,0,1500000.0
300,شرق الرياض,شرقية,22.0,0,0,1,1,0,0,0,0,0,1500000.0
225,جنوب الرياض,شرقية,28.0,0,0,1,1,1,0,0,0,0,850000.0
360,غرب الرياض,شمالية,30.0,0,0,1,1,0,0,0,0,0,1850000.0
300,غرب الرياض,شمالية,20.0,0,0,1,0,1,0,0,0,0,1200000.0
360,جنوب الرياض,شرقية,29.0,0,0,0,1,0,0,0,0,0,790000.0
260,شرق الرياض,جنوبية,18.0,0,0,0,1,1,0,0,0,0,1350000.0
360,غرب الرياض,شمالية,19.0,0,0,1,1,0,0,0,0,0,1450000.0
490,شرق الرياض,شمالية غربية,25.0,2,1,1,1,1,0,0,0,0,3200000.0
340,شرق الرياض,شمالية شرقية,18.0,0,1,1,0,1,1,0,0,0,1700000.0
875,شرق الرياض,جنوبية,15.0,12,1,1,1,1,0,0,0,0,1800050.0
300,غرب الرياض,شمالية,15.0,0,0,1,1,1,0,0,0,0,1150000.0
300,جنوب الرياض,جنوبية,20.0,0,0,1,1,0,0,0,0,0,1050000.0
313,غرب الرياض,غربية,20.0,0,0,1,1,0,0,0,0,0,1200000.0
600,شمال الرياض,غربية,26.0,0,1,1,1,1,1,0,1,0,6700000.0
252,جنوب الرياض,شمالية غربية,20.0,0,0,0,1,0,0,0,0,0,1060000.0
275,شرق الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1550000.0
200,غرب الرياض,شمالية شرقية,15.0,0,1,0,1,1,0,0,0,0,1600000.0
350,شمال الرياض,شمالية,15.0,8,1,0,1,1,0,0,0,0,2900000.0
1750,شمال الرياض,شمالية غربية,30.0,2,1,0,1,1,1,0,1,0,30000000.0
360,جنوب الرياض,شرقية,15.0,0,0,0,1,0,0,0,0,0,930000.0
300,غرب الرياض,جنوبية,15.0,0,0,1,1,1,0,0,1,0,1250000.0
225,جنوب الرياض,جنوبية غربية,20.0,0,0,0,0,0,0,0,0,0,1050000.0
375,شرق الرياض,جنوبية,20.0,0,0,1,1,1,0,0,0,0,2300000.0
300,غرب الرياض,شرقية,15.0,0,0,1,1,1,0,0,0,0,1350000.0
200,غرب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,1000000.0
300,غرب الرياض,غربية,15.0,0,0,1,1,0,0,0,0,0,1250000.0
390,غرب الرياض,شمالية,15.0,0,0,1,1,1,0,0,0,0,1650000.0
200,غرب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,970000.0
312,غرب الرياض,شمالية,10.0,24,0,0,1,0,0,0,0,0,900000.0
425,شرق الرياض,شرقية,15.0,0,1,1,1,1,1,0,0,0,3150000.0
300,غرب الرياض,غربية,15.0,0,0,0,1,1,0,0,1,0,1250000.0
1250,وسط الرياض,شمالية غربية,5.0,25,1,1,1,1,0,1,0,0,4200000.0
220,غرب الرياض,شمالية,15.0,0,1,1,1,1,0,0,0,0,1100000.0
375,غرب الرياض,شرقية,20.0,0,0,1,1,0,0,0,0,0,1200000.0
300,شرق الرياض,جنوبية,18.0,0,0,1,1,1,1,0,0,0,1600000.0
385,غرب الرياض,شمالية,21.0,0,1,0,1,1,0,0,0,0,1480000.0
360,غرب الرياض,شمالية,20.0,0,0,1,1,1,0,1,0,0,1550000.0
300,جنوب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1070000.0
316,غرب الرياض,غربية,20.0,0,0,0,1,1,0,0,0,0,1500000.0
300,جنوب الرياض,شمالية,20.0,0,0,0,1,0,0,0,0,0,800000.0
600,شمال الرياض,غربية,20.0,0,1,0,0,1,1,0,1,0,6500000.0
960,شمال الرياض,جنوبية,10.0,25,0,0,0,0,0,0,0,0,3000000.0
300,غرب الرياض,جنوبية,20.0,0,0,1,1,1,0,0,0,0,1200000.0
216,شرق الرياض,غربية,20.0,0,1,0,1,1,0,0,0,0,1200000.0
250,شرق الرياض,شمالية,15.0,0,1,1,1,1,0,0,0,0,1180000.0
600,شمال الرياض,غربية,25.0,0,1,0,1,1,1,0,1,0,5400000.0
360,جنوب الرياض,جنوبية,28.0,0,0,0,1,1,0,0,0,0,1145000.0
250,شرق الرياض,شرقية,15.0,0,1,1,1,1,0,0,0,0,1200000.0
253,جنوب الرياض,شمالية,20.0,0,0,0,0,0,0,0,0,0,1050000.0
250,شرق الرياض,غربية,18.0,0,1,1,1,1,0,0,0,0,1100000.0
260,جنوب الرياض,غربية,18.0,0,1,1,1,1,0,0,0,0,830000.0
300,جنوب الرياض,غربية,20.0,0,1,0,1,1,0,0,0,0,1050000.0
585,شرق الرياض,جنوبية,18.0,2,1,0,1,1,1,0,0,0,3000000.0
200,غرب الرياض,جنوبية,15.0,0,0,0,1,1,0,0,0,0,1070000.0
250,غرب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1200000.0
300,جنوب الرياض,شمالية,20.0,0,0,0,0,0,0,0,0,0,950000.0
280,جنوب الرياض,شرقية,15.0,0,0,1,1,1,0,0,0,0,900000.0
281,شرق الرياض,غربية,18.0,0,0,0,1,1,1,0,0,0,1300000.0
375,جنوب الرياض,شرقية,20.0,0,0,1,1,0,0,0,0,0,1164000.0
600,شمال الرياض,شمالية,27.0,0,1,1,1,1,1,0,1,0,6800000.0
300,شرق الرياض,شمالية,20.0,0,1,1,1,0,0,0,0,0,1450000.0
200,غرب الرياض,جنوبية,15.0,0,0,1,1,1,0,0,0,0,970000.0
240,شرق الرياض,شرقية,20.0,0,0,1,1,0,0,0,0,0,1400000.0
345,شرق الرياض,غربية,18.0,0,0,1,1,1,0,0,0,0,1400000.0
300,غرب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,1200000.0
375,شرق الرياض,جنوبية,20.0,0,1,1,1,1,0,0,0,0,2000000.0
283,جنوب الرياض,غربية,18.0,0,0,1,1,0,0,0,0,0,930000.0
240,غرب الرياض,شمالية,15.0,0,0,1,1,1,0,0,0,0,1170000.0
600,شمال الرياض,جنوبية,20.0,0,1,0,1,1,1,0,1,0,7300000.0
250,غرب الرياض,جنوبية,15.0,0,0,1,1,1,0,0,0,0,1150000.0
300,غرب الرياض,شمالية,20.0,0,0,1,1,1,0,0,1,0,1400000.0
244,شرق الرياض,جنوبية,20.0,0,1,1,1,1,0,0,0,0,1350000.0
360,غرب الرياض,جنوبية,20.0,0,0,1,0,1,0,0,0,0,1500000.0
600,شرق الرياض,غربية,20.0,6,1,1,1,1,0,0,0,0,2000000.0
350,شمال الرياض,جنوبية,15.0,0,1,1,1,1,1,0,0,0,3700000.0
255,شرق الرياض,جنوبية,20.0,21,0,0,1,1,0,0,0,0,1400000.0
602,شرق الرياض,شمالية شرقية,20.0,0,1,0,1,1,0,0,0,0,1750000.0
1200,شمال الرياض,جنوبية شرقية,20.0,8,1,1,1,1,1,1,1,1,12000000.0
250,غرب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1300000.0
360,غرب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1580000.0
350,غرب الرياض,جنوبية,15.0,0,0,0,1,1,0,0,1,0,1550000.0
525,شرق الرياض,جنوبية شرقية,15.0,0,1,1,1,1,0,0,0,0,1700000.0
420,شرق الرياض,غربية,15.0,4,1,1,1,0,0,0,0,0,2000000.0
250,جنوب الرياض,شرقية,20.0,0,0,0,0,0,0,0,0,0,1020000.0
375,غرب الرياض,شمالية,15.0,0,0,1,1,1,0,0,0,0,1630000.0
210,جنوب الرياض,شمالية,18.0,0,0,0,1,1,0,0,0,0,810000.0
300,جنوب الرياض,شمالية,25.0,0,0,1,1,1,0,0,0,0,1130000.0
375,وسط الرياض,غربية,10.0,35,0,0,1,0,0,0,0,0,450000.0
300,غرب الرياض,غربية,20.0,0,0,0,1,1,1,0,0,0,1300000.0
360,جنوب الرياض,شرقية,30.0,0,0,0,1,0,0,0,0,0,790000.0
330,شرق الرياض,شرقية,15.0,0,0,1,1,0,0,0,0,0,1250000.0
375,غرب الرياض,جنوبية,20.0,0,0,1,1,0,0,0,0,0,1400000.0
300,شرق الرياض,غربية,15.0,0,0,1,1,1,1,0,0,0,1400000.0
230,جنوب الرياض,غربية,20.0,0,0,1,1,0,0,0,0,0,900000.0
280,جنوب الرياض,شمالية شرقية,19.0,0,0,0,0,0,0,0,0,0,910000.0
300,غرب الرياض,شمالية,15.0,0,0,1,1,1,0,0,1,0,1250000.0
350,غرب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,1150000.0
450,غرب الرياض,شمالية,20.0,0,0,0,0,0,1,0,1,0,3500000.0
413,شرق الرياض,شمالية,20.0,9,1,1,1,1,0,0,0,0,2150000.0
325,جنوب الرياض,شرقية,20.0,0,0,0,0,0,0,0,0,0,950000.0
200,جنوب الرياض,جنوبية,20.0,0,0,0,0,0,0,0,0,0,800000.0
250,شرق الرياض,شرقية,15.0,0,1,1,1,1,0,0,0,0,1200000.0
240,شرق الرياض,شمالية,15.0,0,0,0,1,1,0,0,0,0,1250000.0
300,غرب الرياض,شرقية,15.0,0,0,1,1,1,0,0,0,0,1300000.0
281,شرق الرياض,جنوبية,15.0,0,1,1,1,1,0,0,0,0,1350000.0
375,شمال الرياض,شمالية شرقية,15.0,0,1,0,1,1,1,0,0,0,4000000.0
312,شمال الرياض,شمالية,20.0,0,1,0,1,1,1,0,0,0,5000000.0
260,غرب الرياض,شرقية,20.0,0,0,1,1,0,0,0,0,0,1200000.0
200,غرب الرياض,شرقية,18.0,0,0,1,1,1,1,0,1,0,1500000.0
300,غرب الرياض,شمالية,15.0,0,0,1,1,1,0,0,0,0,1200000.0
312,شرق الرياض,جنوبية,15.0,0,1,1,1,1,0,0,0,0,1750000.0
300,شرق الرياض,جنوبية,20.0,0,1,1,1,1,0,0,0,0,1500000.0
360,غرب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1600000.0
240,جنوب الرياض,غربية,20.0,0,0,0,0,0,0,0,0,0,930000.0
300,جنوب الرياض,شمالية,20.0,0,0,1,1,0,0,0,0,0,1250000.0
270,غرب الرياض,غربية,15.0,0,0,1,1,0,0,0,0,0,1150000.0
280,جنوب الرياض,غربية,20.0,0,0,1,1,0,0,0,0,0,900000.0
500,شمال الرياض,جنوبية,15.0,0,1,0,1,1,1,0,1,0,5400000.0
225,شرق الرياض,غربية,20.0,0,0,0,0,0,0,0,0,0,1220000.0
230,جنوب الرياض,شمالية شرقية,20.0,0,0,0,0,0,0,0,0,0,920000.0
230,جنوب الرياض,جنوبية,20.0,0,0,1,1,0,0,0,0,0,920000.0
280,جنوب الرياض,شمالية,18.0,0,1,1,1,1,0,0,0,0,900000.0
300,شرق الرياض,شرقية,18.0,0,1,0,0,1,0,0,0,0,1300000.0
300,شرق الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,1330000.0
260,شرق الرياض,جنوبية,20.0,0,1,1,0,1,0,1,0,0,1200000.0
300,شرق الرياض,شمالية,18.0,0,1,1,1,1,1,0,0,0,1300000.0
300,شرق الرياض,شمالية,18.0,0,0,0,0,1,0,1,0,0,1350000.0
560,شرق الرياض,شرقية,20.0,14,0,0,1,0,0,0,0,0,2400000.0
300,شرق الرياض,شمالية,20.0,0,1,0,0,1,0,0,0,0,1310000.0
500,شرق الرياض,غربية,25.0,0,1,1,1,1,0,0,0,0,2400000.0
220,غرب الرياض,جنوبية,15.0,0,0,1,1,1,0,0,0,0,1050000.0
264,شرق الرياض,شمالية غربية,20.0,0,0,1,1,1,1,0,0,0,1250000.0
360,شرق الرياض,شرقية,20.0,0,1,1,1,0,1,0,1,0,1800000.0
300,جنوب الرياض,غربية,20.0,0,0,1,1,1,0,0,0,0,1050000.0
420,شرق الرياض,جنوبية غربية,20.0,0,0,1,1,1,1,0,0,0,2300000.0
300,جنوب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,1000000.0
300,شرق الرياض,غربية,15.0,0,1,1,1,1,0,0,0,0,1230000.0
600,غرب الرياض,جنوبية,20.0,10,0,1,1,0,0,0,0,0,2400000.0
300,غرب الرياض,جنوبية,20.0,0,0,0,1,1,0,0,0,0,1120000.0
340,شرق الرياض,شمالية,16.0,0,0,0,1,1,0,0,0,0,1360000.0
202,شرق الرياض,جنوبية,20.0,0,1,1,1,1,0,0,0,0,1150000.0
275,شرق الرياض,جنوبية,20.0,0,1,0,0,1,1,0,0,0,1270000.0
312,شرق الرياض,جنوبية,18.0,0,1,1,0,1,0,0,0,0,1400000.0
280,شرق الرياض,شرقية,15.0,0,1,1,1,1,0,0,0,0,1400000.0
300,جنوب الرياض,شرقية,15.0,0,0,1,1,1,0,0,0,0,960000.0
234,جنوب الرياض,غربية,20.0,0,0,1,1,1,0,0,0,0,1050000.0
300,شرق الرياض,شرقية,20.0,0,1,1,1,1,0,0,0,0,1280000.0
300,شرق الرياض,شرقية,20.0,0,1,1,1,1,0,0,0,0,1300000.0
312,شرق الرياض,جنوبية,15.0,0,1,0,1,1,0,0,0,0,1650000.0
270,غرب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1400000.0
500,غرب الرياض,جنوبية,12.0,0,1,1,1,1,0,0,0,0,1150000.0
300,شرق الرياض,جنوبية,20.0,0,1,1,0,1,1,0,0,0,1250000.0
312,شرق الرياض,شمالية,15.0,0,0,1,1,1,0,0,0,0,1280000.0
250,شرق الرياض,جنوبية,25.0,0,1,1,1,1,1,1,0,0,1150000.0
420,شرق الرياض,غربية,18.0,0,1,1,1,1,1,0,0,0,2100000.0
455,شرق الرياض,جنوبية,15.0,0,1,1,1,1,0,0,0,0,2100000.0
324,شرق الرياض,شرقية,15.0,0,1,1,1,1,0,0,0,0,1650000.0
312,شرق الرياض,جنوبية,15.0,0,1,1,1,1,0,0,0,0,1290000.0
325,شرق الرياض,شرقية,15.0,0,1,1,0,1,0,0,0,0,1650000.0
312,شرق الرياض,جنوبية,18.0,0,1,1,0,1,1,1,0,0,1350000.0
300,جنوب الرياض,جنوبية,20.0,0,0,1,1,1,0,0,0,0,910000.0
260,جنوب الرياض,شمالية,20.0,0,0,0,1,1,0,0,0,0,900000.0
200,غرب الرياض,شرقية,18.0,0,0,1,1,1,1,0,0,0,950000.0
220,غرب الرياض,جنوبية,20.0,0,0,1,1,1,0,0,0,0,980000.0
450,غرب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,2000000.0
312,شمال الرياض,شمالية شرقية,14.0,0,1,0,1,1,1,0,1,0,4850000.0
360,غرب الرياض,غربية,20.0,0,0,1,1,1,0,0,0,0,1480000.0
220,شرق الرياض,شمالية غربية,20.0,0,0,0,1,1,0,0,0,0,1400000.0
180,غرب الرياض,شمالية,40.0,0,0,0,0,0,0,0,0,0,550000.0
220,جنوب الرياض,غربية,20.0,0,0,0,1,1,0,0,0,0,850000.0
250,غرب الرياض,شمالية غربية,20.0,0,0,0,0,1,0,0,0,0,950000.0
250,شرق الرياض,غربية,18.0,0,0,0,1,1,0,0,0,0,1400000.0
1250,شرق الرياض,جنوبية شرقية,20.0,6,1,1,1,1,0,1,0,0,8000000.0
775,شرق الرياض,جنوبية,15.0,23,0,0,1,1,0,0,0,0,2200000.0
475,شرق الرياض,جنوبية,20.0,0,0,0,1,1,0,0,0,0,2500000.0
400,شمال الرياض,شمالية,18.0,0,1,0,1,1,1,0,1,0,5100000.0
250,غرب الرياض,جنوبية,20.0,0,0,1,1,1,0,0,0,0,950000.0
350,شمال الرياض,جنوبية غربية,18.0,0,1,0,1,1,1,0,1,0,3550000.0
435,شمال الرياض,شمالية,15.0,0,1,0,0,1,1,0,0,0,4500000.0
325,شمال الرياض,شمالية,15.0,0,1,0,1,1,1,0,1,0,4500000.0
200,غرب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,1,1000000.0
252,غرب الرياض,شمالية,20.0,0,0,0,1,1,0,0,0,0,1090000.0
250,جنوب الرياض,شرقية,15.0,0,0,0,1,1,0,0,0,0,890000.0
200,غرب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,950000.0
220,جنوب الرياض,غربية,15.0,0,0,1,1,1,0,0,0,0,850000.0
450,غرب الرياض,جنوبية,19.0,2,0,1,1,0,0,0,0,0,1600000.0
270,غرب الرياض,غربية,20.0,0,0,1,1,1,0,0,0,0,1080000.0
340,جنوب الرياض,شمالية شرقية,10.0,9,0,0,1,0,0,0,0,0,1200000.0
260,جنوب الرياض,شمالية,20.0,0,0,0,1,1,0,0,0,0,900000.0
450,جنوب الرياض,جنوبية,15.0,0,0,1,1,1,0,0,0,0,900000.0
564,شرق الرياض,شرقية,18.0,0,0,0,1,1,0,0,0,0,2400000.0
220,جنوب الرياض,غربية,20.0,0,0,0,1,1,0,0,0,0,850000.0
475,شرق الرياض,شمالية شرقية,25.0,35,0,0,1,1,0,0,0,0,1800000.0
400,شمال الرياض,شمالية,20.0,0,1,0,1,1,1,0,1,0,5700000.0
273,جنوب الرياض,شرقية,15.0,0,0,1,1,1,0,0,0,0,900000.0
300,غرب الرياض,شرقية,20.0,0,0,1,1,1,0,0,1,0,1200000.0
316,غرب الرياض,جنوبية,18.0,0,0,1,1,1,0,0,0,0,1350000.0
400,شمال الرياض,شمالية,16.0,0,0,0,1,1,1,0,0,0,2500000.0
350,شمال الرياض,جنوبية غربية,18.0,0,1,0,1,1,1,0,1,0,3550000.0
360,غرب الرياض,جنوبية شرقية,18.0,0,0,1,1,1,0,0,0,0,1500000.0
396,غرب الرياض,جنوبية غربية,20.0,0,0,0,1,0,0,0,0,0,1450000.0
220,شرق الرياض,شمالية غربية,20.0,0,0,0,1,1,0,0,0,0,1400000.0
360,شرق الرياض,شرقية,18.0,0,0,0,1,1,0,0,0,0,2200000.0
220,جنوب الرياض,غربية,20.0,0,0,0,1,1,0,0,0,0,850000.0
262,جنوب الرياض,غربية,15.0,0,0,0,1,1,0,0,0,0,870000.0
450,شمال الرياض,جنوبية,15.0,1,1,1,1,1,1,1,0,0,4000000.0
410,جنوب الرياض,غربية,5.0,0,0,0,0,0,0,0,0,0,750000.0
750,جنوب الرياض,جنوبية شرقية,15.0,8,0,0,1,0,0,0,0,0,2300000.0
300,جنوب الرياض,شرقية,15.0,0,0,1,1,1,0,0,1,0,910000.0
400,شمال الرياض,شمالية,18.0,0,1,0,1,1,1,0,1,0,5700000.0
360,شرق الرياض,شرقية,18.0,0,0,0,1,1,0,0,0,0,2200000.0
350,شمال الرياض,جنوبية غربية,18.0,0,1,0,1,1,1,0,1,0,3550000.0
252,غرب الرياض,شرقية,15.0,0,0,0,1,1,0,0,0,0,1090000.0
300,شمال الرياض,غربية,15.0,0,1,0,0,1,1,0,1,0,3700000.0
325,غرب الرياض,غربية,20.0,0,0,1,1,1,0,0,0,0,1300000.0
910,شرق الرياض,شمالية,20.0,0,1,0,1,1,1,0,1,0,4000000.0
300,جنوب الرياض,شرقية,19.0,0,0,1,1,1,0,0,0,0,1050000.0
300,شرق الرياض,شرقية,18.0,0,0,0,1,1,0,0,0,0,1500000.0
1380,شمال الرياض,شرقية,15.0,0,1,0,1,1,1,0,1,1,9000000.0
300,جنوب الرياض,غربية,20.0,0,0,0,1,1,0,0,0,0,1000000.0
250,غرب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1100000.0
288,شرق الرياض,جنوبية,20.0,0,1,1,1,1,0,0,0,0,2000000.0
250,غرب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,1,1250000.0
288,شرق الرياض,شمالية,18.0,0,0,0,1,1,0,0,0,0,1700000.0
250,غرب الرياض,شرقية,18.0,0,0,0,1,1,0,0,0,0,950000.0
316,غرب الرياض,جنوبية,18.0,0,0,1,1,1,0,0,0,0,1350000.0
200,غرب الرياض,شمالية غربية,20.0,0,0,1,1,1,0,0,0,0,980000.0
600,شمال الرياض,جنوبية,20.0,13,1,0,1,1,0,0,0,1,5000000.0
250,شرق الرياض,شمالية شرقية,18.0,0,0,0,1,1,0,0,0,0,1530000.0
330,شمال الرياض,جنوبية,15.0,0,1,0,1,1,0,0,0,0,3000000.0
225,جنوب الرياض,شمالية,16.0,0,0,0,0,1,0,0,0,0,820000.0
540,شمال الرياض,جنوبية,20.0,3,1,1,1,1,0,0,0,0,4350000.0
300,غرب الرياض,جنوبية غربية,20.0,0,0,1,0,0,0,0,0,0,1250000.0
312,شمال الرياض,شمالية,18.0,0,1,0,1,1,1,0,0,0,3000000.0
300,جنوب الرياض,شرقية,30.0,0,0,0,1,0,0,0,0,0,620000.0
400,شمال الرياض,شرقية,15.0,12,1,0,1,1,0,0,0,0,2500000.0
200,غرب الرياض,شرقية,20.0,0,0,0,1,1,0,1,0,1,920000.0
440,شمال الرياض,جنوبية,20.0,0,1,0,0,1,1,0,0,0,3700000.0
288,شرق الرياض,شرقية,15.0,0,1,0,1,1,1,0,0,0,2800000.0
400,شمال الرياض,شمالية,16.0,0,0,0,1,1,1,0,0,0,2500000.0
300,شمال الرياض,غربية,15.0,0,1,0,1,1,1,0,1,0,3900000.0
300,جنوب الرياض,شرقية,15.0,0,0,0,1,0,0,0,0,0,700000.0
250,جنوب الرياض,شمالية,15.0,0,0,0,0,0,0,0,0,0,930000.0
750,جنوب الرياض,جنوبية شرقية,15.0,8,0,0,1,0,0,0,0,0,2300000.0
220,جنوب الرياض,غربية,15.0,0,0,0,1,1,0,0,0,0,850000.0
252,غرب الرياض,شرقية,15.0,0,0,0,1,1,0,0,0,0,1090000.0
675,شرق الرياض,غربية,12.0,19,0,1,1,0,0,0,0,0,2500000.0
262,جنوب الرياض,جنوبية,15.0,0,0,0,0,0,0,0,0,0,550000.0
400,شمال الرياض,شمالية,18.0,0,1,0,1,1,1,0,1,0,5700000.0
200,غرب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,950000.0
220,جنوب الرياض,غربية,15.0,0,0,1,1,1,0,0,0,0,850000.0
300,شرق الرياض,شرقية,19.0,0,0,0,1,1,0,0,0,0,1500000.0
375,غرب الرياض,جنوبية,20.0,0,1,1,1,1,0,0,0,1,1500000.0
600,شرق الرياض,غربية,15.0,10,0,1,1,0,0,0,0,0,2700000.0
300,جنوب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,1050000.0
1380,شمال الرياض,شرقية,15.0,0,1,0,1,1,1,0,1,1,9000000.0
312,غرب الرياض,جنوبية,20.0,0,0,1,1,0,0,0,0,0,1300000.0
250,شرق الرياض,شمالية شرقية,18.0,0,0,0,1,1,0,0,0,0,1530000.0
288,شرق الرياض,جنوبية,20.0,0,1,1,1,1,0,0,0,0,2000000.0
200,غرب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,1,1000000.0
500,شرق الرياض,جنوبية,15.0,2,1,1,1,1,0,1,0,0,3000000.0
350,جنوب الرياض,شمالية,19.0,0,0,0,0,1,0,0,0,0,1160000.0
320,جنوب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1200000.0
340,جنوب الرياض,شمالية شرقية,10.0,9,0,0,1,0,0,0,0,0,1200000.0
200,غرب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,950000.0
450,غرب الرياض,غربية,15.0,10,0,1,1,1,0,0,0,0,930000.0
300,جنوب الرياض,شرقية,25.0,0,0,0,1,0,0,0,0,0,620000.0
720,شرق الرياض,شمالية,15.0,11,1,1,0,1,0,0,0,0,4000000.0
450,شمال الرياض,جنوبية,20.0,5,1,0,1,1,1,1,1,0,4000000.0
262,جنوب الرياض,جنوبية,15.0,0,0,0,0,0,0,0,0,0,550000.0
312,غرب الرياض,جنوبية,20.0,0,0,1,1,0,0,0,0,0,1300000.0
345,شرق الرياض,جنوبية غربية,10.0,0,1,0,0,1,0,0,1,0,4000000.0
360,غرب الرياض,جنوبية شرقية,18.0,0,0,1,1,1,0,0,0,0,1500000.0
440,غرب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1250000.0
420,شرق الرياض,شرقية,15.0,0,0,0,1,0,0,0,0,0,2200000.0
675,شرق الرياض,غربية,12.0,19,0,1,1,0,0,0,0,0,2500000.0
475,شرق الرياض,شمالية شرقية,25.0,35,0,0,1,1,0,0,0,0,1800000.0
200,غرب الرياض,شرقية,15.0,0,0,0,0,0,0,0,0,0,900000.0
200,غرب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,970000.0
250,غرب الرياض,شمالية,15.0,0,0,1,1,0,0,0,0,0,950000.0
250,غرب الرياض,شرقية,15.0,0,0,1,1,1,0,0,0,0,1100000.0
300,غرب الرياض,جنوبية,15.0,0,0,0,0,0,0,0,0,0,1200000.0
315,شمال الرياض,شرقية,15.0,0,1,1,1,1,1,0,0,0,2400000.0
300,غرب الرياض,غربية,15.0,0,0,0,0,0,0,0,0,0,1150000.0
300,غرب الرياض,شمالية,15.0,0,0,0,0,0,0,0,0,0,1200000.0
384,غرب الرياض,شمالية,15.0,0,0,1,1,0,0,0,0,0,1500000.0
250,غرب الرياض,شمالية,15.0,0,0,1,1,1,0,0,0,0,1100000.0
300,جنوب الرياض,جنوبية,18.0,0,1,1,1,1,0,0,0,1,1050000.0
275,جنوب الرياض,جنوبية,15.0,0,0,0,0,0,0,0,0,0,900000.0
450,غرب الرياض,جنوبية شرقية,15.0,0,0,1,1,0,0,0,0,0,1350000.0
300,جنوب الرياض,شرقية,16.0,0,0,1,1,1,0,0,0,0,1040000.0
300,جنوب الرياض,شمالية,20.0,0,0,0,1,0,0,0,0,0,650000.0
360,غرب الرياض,جنوبية,15.0,0,0,1,1,0,0,0,0,0,1500000.0
375,غرب الرياض,شرقية,20.0,0,0,0,1,0,0,0,0,0,1200000.0
200,غرب الرياض,جنوبية,15.0,0,0,1,1,0,0,0,0,0,970000.0
300,غرب الرياض,جنوبية,20.0,0,0,1,1,1,0,0,0,0,1200000.0
300,غرب الرياض,شمالية,15.0,0,0,0,0,0,0,0,0,0,1150000.0
450,غرب الرياض,جنوبية,15.0,3,0,0,1,1,0,1,0,0,1500000.0
300,غرب الرياض,شرقية,15.0,0,0,0,0,0,0,0,0,0,1180000.0
300,شرق الرياض,شرقية,15.0,0,0,0,1,1,0,0,0,0,1350000.0
370,غرب الرياض,شمالية غربية,20.0,0,0,1,1,1,0,0,0,0,1200000.0
620,شمال الرياض,جنوبية غربية,15.0,0,1,0,1,1,1,0,1,1,6500000.0
300,غرب الرياض,جنوبية,15.0,0,0,1,1,1,0,0,0,0,1150000.0
300,غرب الرياض,جنوبية,20.0,0,0,1,1,0,0,0,0,0,1140000.0
300,شرق الرياض,شمالية,20.0,0,0,1,0,1,0,0,0,0,1700000.0
312,غرب الرياض,شرقية,16.0,0,0,1,1,1,0,0,0,0,1200000.0
301,جنوب الرياض,شمالية,20.0,0,0,0,0,0,0,0,0,0,650000.0
365,شرق الرياض,شرقية,15.0,0,1,1,1,1,1,0,0,0,2600000.0
750,شرق الرياض,شمالية شرقية,10.0,27,0,0,1,0,0,0,0,0,2500000.0
375,غرب الرياض,جنوبية,20.0,0,0,1,1,1,0,0,1,0,1300000.0
390,غرب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1650000.0
300,جنوب الرياض,شمالية,20.0,0,0,1,1,1,0,0,1,0,1100000.0
1075,شرق الرياض,غربية,15.0,25,1,1,1,1,0,1,0,0,3800000.0
275,شرق الرياض,شرقية,25.0,0,1,0,1,1,1,0,0,0,1800000.0
420,شرق الرياض,غربية,15.0,4,0,0,1,1,0,0,0,0,1800000.0
300,غرب الرياض,شرقية,20.0,0,0,0,1,1,0,0,0,0,1150000.0
600,جنوب الرياض,شمالية,20.0,23,0,0,1,0,0,0,0,0,1200000.0
