space,location,front,streetWidth,propertyAge,driverRoom,tent,patio,maidRoom,elevator,furnihsed,pool,basement,price
300,غرب الرياض,جنوبية,20.0,0,0,1,1,1,0,0,0,0,1150000.0
250,شمال الرياض,شرقية,20.0,0,1,0,1,1,1,0,0,0,2700000.0
312,شرق الرياض,شرقية,20.0,1,1,1,1,1,1,0,0,0,1700000.0
210,جنوب الرياض,غربية,15.0,0,0,1,1,1,0,0,0,0,780000.0
324,شرق الرياض,جنوبية,20.0,2,0,1,1,0,0,0,0,0,1550000.0
312,غرب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,1400000.0
450,غرب الرياض,جنوبية,15.0,4,0,0,1,1,0,0,0,0,2000000.0
250,شرق الرياض,غربية,20.0,0,0,0,1,1,0,0,0,0,1800000.0
200,شمال الرياض,غربية,15.0,0,1,0,1,1,1,0,0,0,2400000.0
317,غرب الرياض,جنوبية,15.0,0,1,1,1,1,0,1,0,0,1450000.0
200,غرب الرياض,شمالية,20.0,5,0,0,0,1,0,0,0,0,1100000.0
500,شرق الرياض,جنوبية,15.0,22,1,0,1,1,0,0,0,0,2000000.0
280,جنوب الرياض,شرقية,15.0,0,0,0,0,0,0,0,0,0,1000000.0
350,جنوب الرياض,شمالية,15.0,0,0,1,1,1,0,0,0,0,1160000.0
300,غرب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,1170000.0
375,شرق الرياض,شمالية,20.0,0,1,1,1,1,1,0,0,0,2300000.0
400,شمال الرياض,شرقية,25.0,0,1,0,1,1,1,0,0,0,4750000.0
200,غرب الرياض,شرقية,18.0,0,0,1,1,1,0,1,0,0,960000.0
360,شرق الرياض,شرقية,20.0,0,0,1,1,1,1,0,0,0,2200000.0
300,غرب الرياض,شمالية,14.0,0,0,0,0,0,0,0,0,0,1170000.0
275,جنوب الرياض,شرقية,15.0,0,0,0,1,1,0,0,0,0,950000.0
300,شرق الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1450000.0
300,شرق الرياض,شمالية,15.0,0,0,0,1,1,0,0,0,0,1350000.0
450,غرب الرياض,شرقية,20.0,0,0,1,1,0,0,0,0,0,1100000.0
300,غرب الرياض,شرقية,25.0,0,0,0,1,1,0,0,0,0,1200000.0
400,شرق الرياض,غربية,20.0,0,0,1,1,1,1,0,0,0,2400000.0
440,غرب الرياض,غربية,15.0,0,0,1,1,1,0,1,0,0,1300000.0
378,شرق الرياض,جنوبية,15.0,0,0,0,1,1,0,0,0,0,1700000.0
390,غرب الرياض,شرقية,20.0,0,0,1,1,1,0,1,0,1,1230000.0
225,غرب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1200000.0
360,غرب الرياض,غربية,15.0,0,0,1,0,1,0,0,0,0,1500000.0
300,شرق الرياض,شرقية,20.0,0,0,1,0,1,1,0,0,0,1470000.0
450,غرب الرياض,شمالية,20.0,0,0,0,1,1,0,0,0,0,2100000.0
200,غرب الرياض,شمالية,15.0,6,1,0,1,0,0,1,0,0,1300000.0
400,شمال الرياض,جنوبية,15.0,0,1,0,1,1,1,0,0,0,4600000.0
630,شمال الرياض,شمالية شرقية,25.0,0,1,0,1,1,0,0,1,0,9000000.0
250,شمال الرياض,جنوبية,20.0,0,1,0,0,1,1,0,0,0,2200000.0
675,شرق الرياض,شمالية شرقية,30.0,26,0,0,1,1,0,0,0,0,2600000.0
310,شرق الرياض,غربية,15.0,0,1,0,0,1,1,0,0,0,1900000.0
350,شرق الرياض,غربية,18.0,0,0,0,0,1,0,0,0,0,2100000.0
1490,شمال الرياض,شمالية شرقية,20.0,2,1,1,1,1,1,0,1,1,8000000.0
536,جنوب الرياض,شمالية,17.0,2,0,1,1,1,0,0,0,0,1250000.0
412,شمال الرياض,شرقية,20.0,0,1,0,0,1,1,0,1,0,5200000.0
412,شمال الرياض,شمالية,15.0,16,1,0,1,1,0,0,0,0,3700000.0
1680,شمال الرياض,جنوبية شرقية,30.0,22,1,0,1,1,0,0,1,0,13500000.0
420,شمال الرياض,غربية,20.0,0,1,0,0,1,1,0,0,0,4000000.0
771,شمال الرياض,جنوبية,28.0,0,1,0,1,1,1,0,1,0,7000000.0
255,غرب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,1150000.0
200,غرب الرياض,جنوبية شرقية,20.0,0,0,0,1,1,1,0,0,0,1600000.0
312,جنوب الرياض,شمالية شرقية,20.0,0,0,1,1,1,0,0,0,0,1150000.0
312,شرق الرياض,شمالية,15.0,0,1,0,0,1,1,0,0,0,2300000.0
270,غرب الرياض,شرقية,20.0,0,0,1,1,0,0,0,0,0,1300000.0
200,غرب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,900000.0
357,شمال الرياض,شمالية غربية,20.0,0,0,0,0,1,0,0,0,0,2700000.0
375,شرق الرياض,شرقية,12.0,35,1,0,0,1,0,0,0,0,800000.0
310,غرب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1500000.0
270,غرب الرياض,شمالية,20.0,0,0,0,1,1,0,0,0,0,980000.0
900,شرق الرياض,شمالية شرقية,20.0,8,1,1,1,1,0,1,0,0,3500000.0
856,شمال الرياض,ثلاث شوارع,15.0,0,0,0,1,0,0,0,0,0,9000000.0
250,غرب الرياض,شرقية,15.0,0,0,1,1,1,0,1,0,0,1100000.0
500,شرق الرياض,جنوبية شرقية,15.0,28,1,0,1,1,0,0,0,0,1800000.0
270,غرب الرياض,غربية,20.0,0,0,1,1,1,0,0,0,0,1080000.0
300,شرق الرياض,جنوبية,20.0,0,0,1,1,1,0,0,0,0,1650000.0
350,جنوب الرياض,شمالية,16.0,0,1,0,1,1,1,0,0,0,1100000.0
365,شرق الرياض,شرقية,25.0,0,1,1,1,1,0,0,0,0,2000000.0
3515,وسط الرياض,جنوبية,60.0,35,1,1,1,1,0,1,1,1,16000000.0
433,شرق الرياض,شمالية,20.0,3,0,1,1,0,0,0,0,0,1900000.0
450,غرب الرياض,شمالية,20.0,9,0,0,0,0,0,0,0,0,1900000.0
513,شرق الرياض,شمالية شرقية,15.0,0,0,1,1,0,0,0,0,0,1308150.0
400,شمال الرياض,جنوبية,15.0,6,1,0,1,1,0,0,0,0,3000000.0
375,شرق الرياض,غربية,15.0,18,1,0,1,1,0,0,1,0,2600000.0
375,غرب الرياض,شمالية,20.0,0,1,1,1,1,0,0,1,0,1650000.0
360,شرق الرياض,جنوبية,15.0,0,1,0,0,1,0,0,0,0,1700000.0
375,غرب الرياض,شمالية,20.0,0,0,0,0,1,0,0,0,0,1600000.0
360,غرب الرياض,جنوبية,16.0,5,1,1,1,1,0,0,0,0,1300000.0
302,شرق الرياض,جنوبية,18.0,0,1,1,1,1,0,0,0,0,2000000.0
360,شرق الرياض,جنوبية,31.0,5,1,0,1,1,0,0,0,0,2300000.0
400,غرب الرياض,جنوبية,20.0,0,0,1,1,0,0,0,0,0,1300000.0
260,جنوب الرياض,جنوبية,20.0,0,0,1,1,1,0,0,0,0,950000.0
250,غرب الرياض,شمالية شرقية,20.0,0,0,1,1,1,0,0,0,0,1250000.0
300,شرق الرياض,جنوبية,18.0,0,0,0,1,1,0,0,0,0,1650000.0
450,غرب الرياض,شمالية,5.0,0,0,0,0,0,0,0,0,0,2500000.0
244,جنوب الرياض,غربية,20.0,0,0,1,1,1,0,1,0,0,950000.0
244,جنوب الرياض,جنوبية,20.0,0,0,1,1,1,0,0,0,0,950000.0
360,غرب الرياض,جنوبية,20.0,0,0,1,1,0,0,0,0,0,1500000.0
250,شمال الرياض,شرقية,15.0,0,1,0,1,1,1,0,0,0,3500000.0
375,غرب الرياض,شمالية,21.0,0,0,1,1,1,0,0,0,0,1550000.0
312,غرب الرياض,جنوبية,20.0,0,0,1,0,1,0,0,0,0,1300000.0
312,شرق الرياض,جنوبية,15.0,0,1,0,0,1,0,0,0,0,2200000.0
405,شمال الرياض,غربية,20.0,0,1,0,1,1,1,1,1,0,3300000.0
312,شمال الرياض,شمالية,20.0,0,1,0,0,1,1,0,1,0,4950000.0
312,شمال الرياض,جنوبية,15.0,0,1,0,0,1,0,0,0,0,3000000.0
313,شرق الرياض,جنوبية,18.0,0,0,0,0,1,1,0,0,0,2300001.0
310,شرق الرياض,شمالية,15.0,0,0,0,1,1,0,0,0,0,1700000.0
350,غرب الرياض,شمالية شرقية,17.0,0,0,1,1,1,0,1,0,1,1270000.0
450,شرق الرياض,شمالية شرقية,20.0,0,0,1,1,0,0,0,0,0,3300000.0
470,غرب الرياض,جنوبية,21.0,20,0,1,0,1,0,0,0,0,1200000.0
360,غرب الرياض,جنوبية,20.0,0,0,1,0,1,0,0,0,0,1500000.0
250,شرق الرياض,شرقية,20.0,0,1,0,1,1,0,0,0,0,1500000.0
700,شمال الرياض,غربية,25.0,0,1,1,1,1,1,0,1,0,6800000.0
200,غرب الرياض,شرقية,15.0,0,0,1,1,1,0,0,0,0,950000.0
350,شمال الرياض,شمالية,15.0,0,1,0,1,1,1,0,0,0,2800000.0
500,شرق الرياض,جنوبية,20.0,22,1,1,1,1,0,1,0,0,2000000.0
300,غرب الرياض,جنوبية,20.0,0,0,1,1,1,0,0,0,0,1230000.0
300,جنوب الرياض,جنوبية,20.0,0,0,1,1,1,0,0,0,0,1150000.0
360,جنوب الرياض,جنوبية,20.0,0,0,1,1,1,0,0,0,0,1280000.0
375,غرب الرياض,شمالية غربية,20.0,0,0,1,1,1,0,0,0,0,1570000.0
600,شرق الرياض,غربية,15.0,12,1,0,1,1,0,0,0,0,2700000.0
750,شمال الرياض,شمالية شرقية,20.0,15,1,0,1,1,0,0,0,0,6000000.0
420,جنوب الرياض,جنوبية,18.0,0,0,1,1,0,0,0,0,0,1370000.0
394,شرق الرياض,شمالية غربية,20.0,8,1,0,1,1,0,0,0,0,1850000.0
455,شرق الرياض,جنوبية,15.0,0,1,1,0,1,1,0,0,0,2400000.0
300,جنوب الرياض,شرقية,15.0,0,0,1,1,0,0,0,0,0,970000.0
325,جنوب الرياض,شرقية,24.0,0,0,0,0,0,0,0,0,0,1090000.0
337,شمال الرياض,شمالية,18.0,0,1,0,1,1,1,0,0,0,2850000.0
375,غرب الرياض,جنوبية,15.0,0,0,1,1,1,0,0,0,0,1600000.0
750,شرق الرياض,شمالية,16.0,0,1,1,1,1,0,0,0,0,4000000.0
360,شرق الرياض,شرقية,15.0,0,1,0,0,1,1,0,0,0,2250000.0
350,شمال الرياض,شمالية,20.0,0,1,0,0,1,0,0,0,0,3500000.0
375,غرب الرياض,جنوبية,17.0,0,0,1,1,1,0,0,0,0,1700000.0
264,شمال الرياض,شمالية,15.0,0,1,0,0,0,0,0,0,0,2600000.0
250,شمال الرياض,شمالية,20.0,0,1,0,0,1,1,0,0,0,2200000.0
325,جنوب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1100000.0
552,شمال الرياض,جنوبية غربية,20.0,3,1,0,1,1,1,0,1,0,4500000.0
250,شرق الرياض,شمالية شرقية,20.0,0,0,1,0,1,0,0,0,0,1320000.0
350,جنوب الرياض,جنوبية,18.0,0,0,1,1,1,0,0,0,0,1250000.0
300,غرب الرياض,شمالية,17.0,0,0,1,1,1,0,0,0,0,1200000.0
273,شرق الرياض,شمالية,20.0,0,0,0,1,1,0,0,0,0,1450000.0
255,غرب الرياض,شرقية,20.0,0,0,1,1,0,0,0,0,0,1270000.0
230,جنوب الرياض,شرقية,15.0,0,0,1,1,1,0,0,0,0,830000.0
375,غرب الرياض,جنوبية,20.0,0,0,0,1,1,0,0,0,0,1650000.0
429,شمال الرياض,شمالية,15.0,0,1,1,1,1,1,0,0,0,4700000.0
600,شمال الرياض,جنوبية,25.0,0,1,1,1,1,1,0,1,0,8200000.0
200,غرب الرياض,جنوبية,20.0,0,0,0,1,0,1,0,0,0,1600000.0
375,شمال الرياض,شمالية,20.0,0,0,0,1,1,1,0,0,0,4600000.0
312,شمال الرياض,جنوبية,18.0,0,1,1,1,1,1,0,0,0,3300000.0
200,غرب الرياض,غربية,25.0,0,0,0,1,1,0,0,0,0,1100000.0
200,غرب الرياض,غربية,20.0,0,0,0,1,1,1,0,0,0,1600000.0
276,شرق الرياض,شمالية,15.0,2,0,1,1,1,0,0,0,0,1400000.0
200,غرب الرياض,شمالية,16.0,0,0,1,1,1,0,0,0,0,1020000.0
264,شمال الرياض,شرقية,15.0,0,1,0,0,1,1,0,0,0,2800000.0
360,شمال الرياض,شرقية,20.0,0,0,0,0,0,0,0,0,0,3750008.0
562,شرق الرياض,غربية,20.0,0,1,0,1,1,1,0,1,0,5500000.0
300,جنوب الرياض,غربية,21.0,0,0,1,1,1,0,0,0,0,1200000.0
210,شمال الرياض,غربية,15.0,0,1,0,0,1,1,0,0,0,2250000.0
500,شمال الرياض,جنوبية,25.0,0,1,0,1,1,1,0,1,0,6800000.0
360,جنوب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1280000.0
250,شمال الرياض,شرقية,15.0,0,1,0,0,1,0,0,0,0,2450000.0
420,جنوب الرياض,غربية,15.0,0,0,1,1,1,0,1,0,0,1130000.0
294,شرق الرياض,شمالية,15.0,0,0,1,1,1,0,0,0,0,1350000.0
1200,شمال الرياض,جنوبية شرقية,20.0,0,1,1,1,1,1,0,1,0,6800000.0
200,غرب الرياض,جنوبية,15.0,0,0,0,0,0,0,0,0,0,950000.0
320,غرب الرياض,جنوبية,15.0,0,0,0,1,1,0,0,0,0,2300000.0
1000,شمال الرياض,شمالية,25.0,4,1,0,1,1,1,0,1,0,9000000.0
250,غرب الرياض,شرقية,15.0,0,0,1,0,0,0,0,0,0,1270000.0
300,شرق الرياض,جنوبية,20.0,0,0,0,1,1,0,0,0,0,1700000.0
375,غرب الرياض,شرقية,15.0,0,1,0,1,1,1,0,0,0,2200000.0
300,غرب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1160000.0
2000,شرق الرياض,شرقية,25.0,0,1,1,1,1,0,0,0,0,3000000.0
450,غرب الرياض,جنوبية,17.0,8,0,1,1,0,0,0,0,0,1250000.0
300,شرق الرياض,جنوبية,20.0,0,0,0,1,1,0,0,0,0,2650000.0
338,جنوب الرياض,شرقية,20.0,0,1,1,1,1,0,0,0,0,1100000.0
360,جنوب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1180000.0
260,شمال الرياض,جنوبية,15.0,2,1,0,1,1,0,0,0,0,2500000.0
450,غرب الرياض,شمالية,25.0,6,1,1,1,1,0,0,0,0,1300000.0
455,شمال الرياض,غربية,20.0,0,1,1,1,1,1,1,0,0,5600000.0
300,جنوب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1050000.0
336,جنوب الرياض,شمالية غربية,10.0,35,1,0,0,1,0,0,0,0,720000.0
250,غرب الرياض,جنوبية,20.0,0,0,0,1,1,0,0,0,0,2000000.0
200,غرب الرياض,شمالية,15.0,0,0,0,1,0,0,0,0,0,1000000.0
300,جنوب الرياض,غربية,20.0,0,0,1,1,1,0,0,0,0,940000.0
270,غرب الرياض,شرقية,39.0,0,1,0,0,0,0,0,0,0,1000000.0
420,جنوب الرياض,شرقية,15.0,0,0,1,1,0,0,0,0,0,720000.0
294,شرق الرياض,جنوبية شرقية,20.0,0,0,1,1,1,0,0,0,0,1750000.0
330,جنوب الرياض,شمالية,21.0,0,0,1,1,1,0,0,0,0,1180000.0
405,شرق الرياض,جنوبية غربية,15.0,0,1,0,1,1,1,0,0,0,2300000.0
300,غرب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1200000.0
256,غرب الرياض,شمالية,20.0,0,0,0,1,1,0,0,0,0,2000000.0
455,شرق الرياض,شمالية,21.0,0,0,0,1,1,0,0,0,0,2000000.0
354,غرب الرياض,جنوبية شرقية,20.0,2,0,0,1,0,0,0,0,0,1250000.0
225,جنوب الرياض,شمالية,18.0,0,0,1,1,1,0,0,0,0,960000.0
300,جنوب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,1000000.0
512,شرق الرياض,شرقية,28.0,8,1,1,1,1,0,1,0,0,3500000.0
250,شرق الرياض,غربية,20.0,0,0,0,0,0,0,0,0,0,1750000.0
210,شمال الرياض,شمالية,20.0,0,1,0,1,1,1,0,0,0,2500000.0
750,شمال الرياض,ثلاث شوارع,12.0,26,1,0,1,1,0,0,0,0,3300000.0
300,شرق الرياض,جنوبية,18.0,0,0,1,1,1,1,0,0,0,1290000.0
330,جنوب الرياض,شمالية شرقية,18.0,0,0,0,1,1,0,0,0,0,1200000.0
375,غرب الرياض,شرقية,21.0,5,1,1,1,1,0,1,0,0,1350000.0
420,شمال الرياض,غربية,20.0,0,0,0,0,0,1,1,1,0,3900000.0
300,شرق الرياض,شرقية,15.0,0,0,1,1,1,0,0,0,0,1500000.0
260,جنوب الرياض,جنوبية,20.0,0,0,1,1,1,0,0,0,0,940000.0
260,جنوب الرياض,غربية,20.0,0,0,1,1,1,0,0,0,0,840000.0
375,جنوب الرياض,جنوبية,20.0,0,0,0,1,0,0,0,0,0,770000.0
390,جنوب الرياض,جنوبية,20.0,0,0,1,1,0,0,1,0,0,1250000.0
777,شرق الرياض,جنوبية شرقية,25.0,7,0,1,1,1,0,0,0,0,4000000.0
350,شمال الرياض,شمالية,20.0,0,0,0,1,1,1,0,0,0,2700000.0
375,غرب الرياض,شرقية,15.0,0,0,1,1,1,0,0,0,0,1600000.0
288,شمال الرياض,شمالية غربية,20.0,0,1,0,1,1,1,0,0,0,3200000.0
350,شرق الرياض,شرقية,15.0,11,1,0,1,1,0,0,0,1,2200000.0
1076,غرب الرياض,شمالية,21.0,14,0,1,1,1,0,1,0,0,4900000.0
900,شمال الرياض,شمالية شرقية,13.0,25,1,1,1,1,0,1,1,0,4200000.0
400,غرب الرياض,جنوبية,15.0,0,0,1,1,1,1,0,1,0,2150000.0
300,شمال الرياض,غربية,20.0,0,1,0,1,1,1,0,1,0,2800000.0
200,شمال الرياض,غربية,21.0,0,1,0,1,1,0,0,0,0,2250000.0
200,غرب الرياض,شمالية شرقية,21.0,0,0,0,1,1,0,0,0,0,1070000.0
216,شرق الرياض,شرقية,20.0,0,1,0,0,1,1,0,1,0,1900000.0
300,شرق الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,1450000.0
360,شرق الرياض,غربية,15.0,0,0,0,1,1,1,0,0,0,1950000.0
238,شرق الرياض,شمالية,18.0,0,0,1,1,1,0,0,0,1,1350000.0
360,جنوب الرياض,شمالية,20.0,0,0,1,0,1,0,0,0,0,1380000.0
200,غرب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1100000.0
375,غرب الرياض,جنوبية,20.0,0,0,0,1,1,0,0,0,0,1650000.0
375,غرب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,1400000.0
420,شمال الرياض,جنوبية,20.0,0,1,0,1,1,1,0,1,0,6499000.0
402,شمال الرياض,جنوبية,18.0,0,1,1,1,1,1,0,0,0,5150000.0
200,غرب الرياض,شمالية,20.0,3,0,1,1,1,0,0,0,0,1100000.0
900,شمال الرياض,شمالية غربية,20.0,20,0,0,0,0,0,0,0,0,4300000.0
360,جنوب الرياض,شمالية,20.0,0,0,0,1,0,0,1,0,0,940000.0
276,شرق الرياض,شمالية شرقية,20.0,0,0,0,1,1,1,0,0,0,1900000.0
210,شمال الرياض,غربية,12.0,0,0,0,1,1,0,0,0,0,2400000.0
360,شمال الرياض,جنوبية,15.0,0,1,0,1,1,1,0,0,0,4350000.0
300,جنوب الرياض,غربية,40.0,0,0,1,0,0,0,0,0,0,1100000.0
250,غرب الرياض,جنوبية غربية,20.0,0,1,1,1,1,0,0,0,0,1270000.0
386,شمال الرياض,جنوبية,15.0,0,0,0,0,1,1,0,0,0,3500000.0
347,جنوب الرياض,شرقية,20.0,0,0,1,1,0,0,0,0,0,900000.0
375,شمال الرياض,جنوبية,25.0,0,1,1,1,1,1,1,1,0,5300000.0
250,غرب الرياض,شمالية,15.0,2,1,0,0,0,0,0,0,0,1250000.0
300,شمال الرياض,غربية,15.0,0,1,0,0,1,1,0,0,0,2500000.0
397,شرق الرياض,شرقية,15.0,0,0,0,1,1,1,0,0,0,1730000.0
250,جنوب الرياض,جنوبية,17.0,0,0,1,0,1,0,0,0,0,840000.0
400,غرب الرياض,شرقية,15.0,2,0,0,0,0,0,0,0,0,1100000.0
300,جنوب الرياض,شمالية,20.0,0,0,0,0,0,0,0,0,0,690000.0
250,جنوب الرياض,شمالية,20.0,0,0,0,1,0,0,0,0,0,630000.0
360,شرق الرياض,غربية,15.0,0,0,0,1,0,0,0,0,0,3000000.0
562,شرق الرياض,جنوبية,25.0,0,1,1,1,1,1,1,0,0,6300000.0
1348,شرق الرياض,جنوبية غربية,15.0,11,1,1,1,1,0,1,1,0,7500000.0
400,شرق الرياض,جنوبية,15.0,10,0,0,0,0,0,0,0,0,2000000.0
250,شمال الرياض,غربية,15.0,0,0,0,1,1,1,0,0,0,2200000.0
500,شرق الرياض,غربية,10.0,30,0,0,0,0,0,0,0,0,1030000.0
375,غرب الرياض,جنوبية,20.0,0,0,1,1,1,1,1,0,0,1650000.0
200,غرب الرياض,جنوبية,20.0,0,0,0,0,1,0,0,0,0,1400000.0
280,جنوب الرياض,غربية,15.0,0,0,1,1,1,0,0,1,0,1000000.0
390,غرب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1650000.0
300,غرب الرياض,شمالية,20.0,0,0,1,1,0,0,0,0,0,1650000.0
490,شرق الرياض,شمالية,20.0,10,1,1,1,1,0,1,1,0,2850000.0
437,جنوب الرياض,غربية,20.0,0,0,0,0,0,0,0,0,0,980000.0
304,شمال الرياض,جنوبية,15.0,0,1,0,0,1,1,0,0,0,3300000.0
600,شمال الرياض,جنوبية شرقية,14.0,14,1,0,1,1,1,0,0,0,5500000.0
312,غرب الرياض,شمالية,15.0,2,1,0,1,1,0,0,0,0,1250000.0
360,شرق الرياض,شمالية,15.0,0,1,0,1,1,1,0,0,0,2500000.0
400,شمال الرياض,شرقية,20.0,0,1,0,1,1,1,0,0,0,5000000.0
260,شمال الرياض,جنوبية,15.0,0,0,0,0,0,1,0,0,0,2300000.0
300,غرب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,1250000.0
271,شرق الرياض,شمالية,15.0,0,1,0,1,1,0,0,0,0,1350000.0
300,غرب الرياض,شمالية,20.0,0,1,0,1,1,0,0,1,1,1420000.0
230,جنوب الرياض,شمالية,20.0,0,0,0,1,1,0,0,0,0,950000.0
300,شرق الرياض,شمالية,20.0,0,0,0,1,1,1,0,0,0,2300000.0
300,جنوب الرياض,جنوبية,18.0,0,1,1,1,1,1,1,0,0,1200000.0
250,غرب الرياض,شمالية,20.0,0,0,1,1,0,0,0,0,0,1250000.0
300,غرب الرياض,شمالية,17.0,0,0,1,1,1,0,1,0,0,1350000.0
230,شرق الرياض,شمالية,15.0,0,0,0,0,1,1,0,0,0,1750000.0
300,غرب الرياض,شرقية,15.0,0,0,0,1,0,0,0,0,0,1100000.0
870,شمال الرياض,جنوبية غربية,20.0,0,1,1,1,1,0,0,1,0,10500000.0
300,شمال الرياض,غربية,15.0,0,0,0,0,1,0,0,0,0,2550000.0
375,غرب الرياض,شمالية,20.0,0,1,0,1,1,1,0,1,0,2100000.0
300,جنوب الرياض,شمالية غربية,18.0,0,0,0,1,0,0,0,0,0,1170000.0
300,شمال الرياض,شمالية,14.0,0,1,0,1,1,0,0,1,0,2850000.0
310,شرق الرياض,غربية,15.0,0,0,0,0,1,0,0,0,0,1700000.0
315,شرق الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1600000.0
300,غرب الرياض,جنوبية,20.0,0,0,1,1,1,0,0,1,0,1400000.0
375,شرق الرياض,شمالية,15.0,0,0,1,1,1,0,0,0,0,2250000.0
250,جنوب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,920000.0
200,غرب الرياض,شمالية,20.0,0,0,0,0,0,1,0,0,0,1650000.0
550,غرب الرياض,جنوبية غربية,15.0,35,1,1,1,1,0,0,0,0,1300000.0
280,غرب الرياض,شرقية,15.0,0,0,0,1,1,0,0,0,0,1130000.0
430,شرق الرياض,شمالية غربية,25.0,5,0,1,1,1,1,0,0,0,3300000.0
378,شرق الرياض,جنوبية غربية,15.0,0,1,1,1,1,0,0,0,0,2200000.0
462,شمال الرياض,شمالية غربية,15.0,0,1,0,0,1,1,0,0,0,5200000.0
360,غرب الرياض,جنوبية,18.0,0,0,1,1,1,0,0,0,0,1500000.0
300,غرب الرياض,جنوبية شرقية,20.0,0,0,0,0,1,0,0,0,0,770000.0
375,غرب الرياض,شرقية,20.0,0,0,1,1,1,1,1,0,0,1650000.0
1237,شرق الرياض,غربية,20.0,6,1,1,1,1,0,0,1,0,10000000.0
312,شرق الرياض,جنوبية,20.0,0,0,0,0,1,0,0,0,0,1800000.0
500,شمال الرياض,شمالية شرقية,20.0,0,1,1,1,1,1,0,0,0,4300000.0
300,جنوب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,680000.0
330,شمال الرياض,جنوبية,15.0,0,1,0,0,1,0,0,0,0,2700000.0
254,شرق الرياض,شرقية,18.0,0,1,0,1,1,0,0,0,0,1240000.0
375,شرق الرياض,جنوبية,15.0,0,0,0,1,0,0,0,0,0,2300000.0
320,غرب الرياض,غربية,20.0,0,0,1,1,1,0,0,0,0,1200000.0
255,شمال الرياض,شمالية,15.0,13,0,0,0,0,0,0,0,0,1900000.0
420,جنوب الرياض,شمالية,15.0,0,0,1,1,1,0,0,0,0,900000.0
375,غرب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,1900000.0
290,جنوب الرياض,شمالية شرقية,20.0,0,0,1,1,1,0,0,0,0,1200000.0
400,غرب الرياض,شمالية شرقية,20.0,0,1,1,1,1,0,1,1,1,2250000.0
230,جنوب الرياض,شمالية,15.0,0,0,1,1,1,0,0,0,0,850000.0
300,غرب الرياض,شمالية,15.0,0,0,1,1,1,0,0,0,0,1300000.0
500,شمال الرياض,غربية,17.0,0,1,1,1,1,1,0,1,0,5500000.0
300,غرب الرياض,شرقية,20.0,1,0,1,1,1,0,0,0,0,1400000.0
200,غرب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,1100000.0
421,جنوب الرياض,شرقية,20.0,7,0,0,1,0,0,0,0,0,1500000.0
216,شمال الرياض,شرقية,15.0,0,0,0,1,1,1,0,0,0,2300000.0
650,شرق الرياض,شمالية,15.0,13,0,0,0,0,0,0,0,0,1800000.0
250,شرق الرياض,شمالية,18.0,0,0,0,0,0,0,0,0,0,1230000.0
300,غرب الرياض,شمالية غربية,20.0,0,1,0,1,1,0,0,0,0,1450000.0
360,جنوب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1170000.0
300,جنوب الرياض,شمالية غربية,20.0,0,0,1,1,1,0,0,0,0,1300000.0
300,جنوب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,1090000.0
250,غرب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1130000.0
300,جنوب الرياض,شرقية,17.0,0,0,1,1,1,0,0,0,0,1175000.0
300,جنوب الرياض,شرقية,20.0,0,0,0,1,0,0,0,0,0,1100000.0
407,جنوب الرياض,جنوبية,18.0,0,0,1,1,0,0,0,0,0,1020000.0
396,غرب الرياض,جنوبية,20.0,0,0,1,1,1,0,0,0,0,1600000.0
360,شمال الرياض,جنوبية,15.0,0,0,0,1,1,0,0,0,0,3500000.0
300,جنوب الرياض,شمالية,25.0,0,0,1,1,1,0,0,0,0,1100000.0
216,غرب الرياض,جنوبية شرقية,20.0,0,0,1,1,1,0,0,0,0,1050000.0
250,غرب الرياض,شرقية,15.0,0,0,0,0,0,1,0,0,0,1200000.0
400,شمال الرياض,جنوبية,15.0,6,1,0,1,1,0,0,0,0,2950000.0
