نوع العقار,الغرض,المدينة,الحي,الواجهة,المساحة,سعر المتر,السعر الإجمالي
أرض,بدون غرض,الرياض, حي غرناطة ,شمالية,800.0,4800.0,3840000.0
أرض,سكني,الرياض, حي غرناطة ,ثلاث شوارع,1650.0,4800.0,7920000.0
أرض,سكني,الرياض, حي اليرموك ,ثلاث شوارع,1650.0,4800.0,7920000.0
أرض,سكني,الرياض, حي النسيم الغربي ,غربية,750.0,3200.0,2400000.0
أرض,تجاري وسكني,الرياض, حي الرمال ,جنوبية,2400.0,3300.0,7920000.0
أرض,تجاري وسكني,الرياض, حي الرمال ,شمالية,900.0,3300.0,2970000.0
أرض,تجاري وسكني,الرياض, حي الملك فيصل ,شرقية,750.0,3350.0,2512500.0
أرض,تجاري وسكني,الرياض, حي اليرموك ,جنوبية,1089.0,3300.0,3593700.0
أرض,تجاري وسكني,الرياض, حي اليرموك ,شرقية,450.0,3500.0,1575000.0
أرض,تجاري وسكني,الرياض, حي الرمال ,شرقية,450.0,3500.0,1575000.0
أرض,تجاري وسكني,الرياض, حي المعيزلة ,جنوبية,550.0,2500.0,1375000.0
أرض,تجاري وسكني,الرياض, حي اليرموك ,جنوبية,1089.0,3200.0,3484800.0
أرض,تجاري وسكني,الرياض, حي اليرموك ,جنوبية,1089.0,3250.0,3539250.0
أرض,تجاري وسكني,الرياض, حي المعيزلة ,جنوبية,550.0,3000.0,1650000.0
أرض,تجاري وسكني,الرياض, حي الرمال ,شمالية شرقية,3092.0,3200.0,9894400.0
أرض,تجاري وسكني,الرياض, حي الرمال ,شمالية,381.0,2500.0,952500.0
أرض,تجاري وسكني,الرياض, حي الشرق ,شمالية,361.0,2500.0,902500.0
أرض,تجاري وسكني,الرياض, حي الرمال ,جنوبية,412.0,3100.0,1277200.0
أرض,تجاري,الرياض, حي المونسية ,شرقية,750.0,4200.0,3150000.0
أرض,تجاري,الرياض, حي المونسية ,شرقية,2115.0,4200.0,8883000.0
أرض,تجاري,الرياض, حي الرمال ,شرقية,1560.0,6410.0,9999600.0
أرض,تجاري,الرياض, حي الروضة ,شمالية,1798.0,1500.0,2697000.0
أرض,تجاري,الرياض, حي الرمال ,ثلاث شوارع,3000.0,1500.0,4500000.0
أرض,تجاري,الرياض, حي الرمال ,شرقية,360.0,2900.0,1044000.0
أرض,سكني,الرياض, حي الرمال ,شرقية,420.0,476.0,199920.0
أرض,سكني,الرياض, حي اليرموك ,شمالية شرقية,594.0,3500.0,2079000.0
أرض,سكني,الرياض, حي المشرق ,جنوبية,750.0,1650.0,1237500.0
أرض,سكني,الرياض, حي الخليج ,شمالية شرقية,750.0,3150.0,2362500.0
أرض,سكني,الرياض, حي الخليج ,شمالية,300.0,2600.0,780000.0
أرض,سكني,الرياض, حي الخليج ,شمالية,572.0,2600.0,1487200.0
أرض,سكني,الرياض, حي اليرموك ,جنوبية,1089.0,3400.0,3702600.0
أرض,سكني,الرياض, حي الشهداء ,جنوبية,320.0,5300.0,1696000.0
أرض,سكني,الرياض, حي الحمراء ,جنوبية,1000.0,6000.0,6000000.0
أرض,سكني,الرياض, حي البيان ,شمالية,375.0,6000.0,2250000.0
أرض,سكني,الرياض, حي قرطبة ,غربية,450.0,5500.0,2475000.0
أرض,سكني,الرياض, حي القادسية ,شمالية غربية,1019.0,5500.0,5604500.0
أرض,سكني,الرياض, حي الرمال ,جنوبية,412.0,3500.0,1442000.0
أرض,سكني,الرياض, حي النهضة ,غربية,432.0,2500.0,1080000.0
أرض,سكني,الرياض, حي الرمال ,ثلاث شوارع,2940.0,2000.0,5880000.0
أرض,سكني,الرياض, حي الرمال ,غربية,3663.0,1400.0,5128200.0
أرض,سكني,الرياض, حي الرمال ,غربية,750.0,426.0,319500.0
أرض,سكني,الرياض, حي غرناطة ,شمالية,800.0,4800.0,3840000.0
أرض,سكني,الرياض, حي اليرموك ,غربية,300.0,3800.0,1140000.0
أرض,سكني,الرياض, حي النهضة ,غربية,300.0,3800.0,1140000.0
أرض,سكني,الرياض, حي النسيم الغربي ,ثلاث شوارع,750.0,3100.0,2325000.0
أرض,سكني,الرياض, حي اليرموك ,ثلاث شوارع,750.0,3100.0,2325000.0
أرض,سكني,الرياض, حي الصناعية القديمة ,جنوبية شرقية,1849.0,3100.0,5731900.0
أرض,سكني,الرياض, حي البيان ,جنوبية,312.0,2350.0,733200.0
أرض,سكني,الرياض, حي البيان ,جنوبية,375.0,2350.0,881250.0
أرض,سكني,الرياض, حي الشرق ,جنوبية,312.0,2350.0,733200.0
أرض,سكني,الرياض, حي الشرق ,شمالية,900.0,422.0,379800.0
أرض,سكني,الرياض, حي العلا ,شمالية,750.0,422.0,316500.0
أرض,سكني,الرياض, حي الرمال ,جنوبية,412.0,3200.0,1318400.0
أرض,سكني,الرياض, حي الجنادرية ,ثلاث شوارع,3562.0,3100.0,11042200.0
أرض,سكني,الرياض, حي المعيزيلة ,جنوبية,412.0,2750.0,1133000.0
أرض,سكني,الرياض, حي المعيزيلة ,جنوبية شرقية,810.0,865.0,700650.0
أرض,سكني,الرياض, حي المعيزيلة ,شمالية غربية,2000.0,865.0,1730000.0
أرض,تجاري وسكني,الرياض, حي السعادة ,شمالية,2100.0,2500.0,5250000.0
أرض,تجاري,الرياض, حي الجنادرية ,غربية,8400.0,2300.0,19320000.0
أرض,تجاري,الرياض, حي القادسية ,شرقية,900.0,3333.0,2999700.0
أرض,تجاري,الرياض, حي النسيم الشرقي ,غربية,750.0,2600.0,1950000.0
أرض,تجاري,الرياض, حي الشرق ,جنوبية غربية,475.0,2400.0,1140000.0
أرض,تجاري,الرياض, حي النسيم الغربي ,شمالية,514.0,1700.0,873800.0
أرض,تجاري,الرياض, حي النسيم الغربي ,شرقية,440.0,1700.0,748000.0
أرض,تجاري,الرياض, حي الشرق ,جنوبية,437.0,1700.0,742900.0
أرض,سكني,الرياض, حي المونسية ,شمالية,2825.0,4400.0,12430000.0
أرض,سكني,الرياض, حي المونسية ,شرقية,2520.0,4400.0,11088000.0
أرض,سكني,الرياض, حي المونسية ,شمالية غربية,3905.0,4400.0,17182000.0
أرض,سكني,الرياض, حي السعادة ,جنوبية,90.0,2500.0,225000.0
أرض,سكني,الرياض, حي السعادة ,شمالية,375.0,1500.0,562500.0
أرض,سكني,الرياض, حي السعادة ,غربية,22300.0,2700.0,60210000.0
أرض,سكني,الرياض, حي الرمال ,شمالية شرقية,420.0,4200.0,1764000.0
أرض,سكني,الرياض, حي الرمال ,جنوبية,500.0,4200.0,2100000.0
أرض,تجاري وسكني,الرياض, حي خشم العان ,شمالية,1050.0,2500.0,2625000.0
أرض,تجاري وسكني,الرياض, حي القادسية ,أربع شوارع,10000.0,2400.0,24000000.0
أرض,تجاري وسكني,الرياض, حي المشرق ,شمالية,900.0,559.0,503100.0
أرض,تجاري وسكني,الرياض, حي الصفا ,غربية,400.0,3600.0,1440000.0
أرض,تجاري وسكني,الرياض, حي الملك فيصل ,جنوبية,900.0,550.0,495000.0
أرض,تجاري وسكني,الرياض, حي المشرق ,شمالية,763.0,550.0,419650.0
أرض,تجاري وسكني,الرياض, حي المشرق ,جنوبية,750.0,460.0,345000.0
أرض,تجاري وسكني,الرياض, حي غرناطة ,شمالية,575.0,5800.0,3335000.0
أرض,تجاري,الرياض, حي الرمال ,جنوبية,412.0,3200.0,1318400.0
أرض,تجاري,الرياض, حي الرمال ,شمالية,5000.0,1950.0,9750000.0
أرض,تجاري,الرياض, حي القادسية ,شرقية,543.0,2300.0,1248900.0
أرض,تجاري,الرياض, حي الرمال ,شمالية,375.0,1466.0,549750.0
أرض,تجاري,الرياض, حي الرمال ,جنوبية,416.0,3200.0,1331200.0
أرض,تجاري,الرياض, حي غرناطة ,جنوبية,416.0,3200.0,1331200.0
أرض,تجاري,الرياض, حي النهضة ,شرقية,362.0,2700.0,977400.0
أرض,تجاري,الرياض, حي اشبيلية ,أربع شوارع,5670.0,4900.0,27783000.0
أرض,تجاري,الرياض, حي اشبيلية ,جنوبية,747.0,414.0,309258.0
أرض,تجاري,الرياض, حي النهضة ,شرقية,420.0,3000.0,1260000.0
أرض,تجاري,الرياض, حي الحمراء ,شرقية,1125.0,4800.0,5400000.0
أرض,تجاري,الرياض, حي الحمراء ,جنوبية,1500.0,4200.0,6300000.0
أرض,تجاري,الرياض, طريق سعيد ابن زيد ,جنوبية غربية,2250.0,8000.0,18000000.0
أرض,تجاري,الرياض, حي الرمال ,جنوبية,412.0,3150.0,1297800.0
أرض,تجاري,الرياض, حي العلا ,جنوبية,750.0,3150.0,2362500.0
أرض,تجاري,الرياض, حي النهضة ,شمالية,450.0,2650.0,1192500.0
أرض,تجاري وسكني,الرياض, حي الروضة ,أربع شوارع,9900.0,4500.0,44550000.0
أرض,تجاري وسكني,الرياض, حي الشهداء ,ثلاث شوارع,3900.0,6500.0,25350000.0
أرض,تجاري وسكني,الرياض, حي الشهداء ,غربية,763.0,315.0,240345.0
أرض,تجاري وسكني,الرياض, حي الشهداء ,شمالية,2000.0,315.0,630000.0
أرض,تجاري وسكني,الرياض, حي المشرق ,شمالية شرقية,2000.0,315.0,630000.0
أرض,تجاري وسكني,الرياض, حي القادسية ,جنوبية,597.0,315.0,188055.0
أرض,تجاري وسكني,الرياض, حي القدس ,غربية,450.0,5300.0,2385000.0
أرض,تجاري وسكني,الرياض, حي القدس ,شرقية,750.0,5300.0,3975000.0
أرض,تجاري وسكني,الرياض, حي القدس ,جنوبية,750.0,7333.0,5499750.0
أرض,تجاري وسكني,الرياض, حي الرمال ,جنوبية,900.0,2900.0,2610000.0
أرض,تجاري وسكني,الرياض, حي القادسية ,شمالية,450.0,1000.0,450000.0
أرض,سكني,الرياض, حي الاندلس ,شرقية,1000.0,4000.0,4000000.0
أرض,سكني,الرياض, حي اشبيلية ,شمالية غربية,2007.0,4000.0,8028000.0
أرض,سكني,الرياض, حي الروضة ,غربية,751.0,3700.0,2778700.0
أرض,سكني,الرياض, حي الروضة ,غربية,750.0,4000.0,3000000.0
أرض,تجاري وسكني,الرياض, حي النسيم الغربي ,جنوبية,630.0,1800.0,1134000.0
أرض,تجاري وسكني,الرياض, حي الشعلة ,جنوبية,763.0,318.0,242634.0
أرض,تجاري وسكني,الرياض, حي الشعلة ,جنوبية,870.0,867.0,754290.0
أرض,تجاري وسكني,الرياض, حي الشعلة ,جنوبية,900.0,944.0,849600.0
أرض,تجاري وسكني,الرياض, حي الشعلة ,شرقية,918.0,944.0,866592.0
أرض,تجاري وسكني,الرياض, حي الشعلة ,جنوبية غربية,429.0,944.0,404976.0
أرض,تجاري وسكني,الرياض, حي النهضة ,شرقية,420.0,3000.0,1260000.0
أرض,تجاري وسكني,الرياض, حي الشرق ,شمالية,454.0,2500.0,1135000.0
أرض,تجاري وسكني,الرياض, حي الشرق ,غربية,744.0,1800.0,1339200.0
أرض,تجاري,الرياض, حي السعادة ,ثلاث شوارع,4577.0,3500.0,16019500.0
أرض,تجاري,الرياض, حي الندوة ,شمالية,375.0,3500.0,1312500.0
أرض,تجاري,الرياض, حي الندوة ,جنوبية غربية,900.0,777.0,699300.0
أرض,تجاري,الرياض, حي الفيحاء ,غربية,720.0,777.0,559440.0
أرض,تجاري,الرياض, حي قرطبة ,شرقية,800.0,5500.0,4400000.0
أرض,تجاري,الرياض, حي الروضة ,شمالية شرقية,608.0,4000.0,2432000.0
أرض,تجاري,الرياض, حي الروضة ,شرقية,543.0,4100.0,2226300.0
أرض,تجاري,الرياض, حي المعيزلة ,شمالية,437.0,2900.0,1267300.0
أرض,تجاري,الرياض, حي الملك فيصل ,شرقية,750.0,3350.0,2512500.0
أرض,تجاري,الرياض, حي الملك فيصل ,غربية,760.0,526.0,399760.0
أرض,تجاري,الرياض, حي اليرموك ,شمالية,300.0,3600.0,1080000.0
أرض,تجاري,الرياض, حي الرمال ,جنوبية غربية,1930.0,2800.0,5404000.0
أرض,تجاري,الرياض, حي الرمال ,جنوبية,625.0,4000.0,2500000.0
أرض,تجاري,الرياض, حي الرمال ,غربية,600.0,3000.0,1800000.0
أرض,تجاري,الرياض, حي الندوة ,جنوبية,1280.0,3000.0,3840000.0
أرض,تجاري,الرياض, حي السعادة ,جنوبية,306.0,2777.0,849762.0
أرض,تجاري,الرياض, ,شرقية,360.0,2777.0,999720.0
أرض,تجاري,الرياض, حي المشرق ,شمالية,750.0,480.0,360000.0
أرض,تجاري,الرياض, امارة منطقة الرياض ,شمالية,750.0,600.0,450000.0
أرض,تجاري,الرياض, حي الرمال ,ثلاث شوارع,1200.0,3400.0,4080000.0
أرض,تجاري,الرياض, حي الجنادرية ,شمالية شرقية,500.0,3400.0,1700000.0
أرض,تجاري,الرياض, حي العلا ,شمالية,936.0,459.0,429624.0
أرض,تجاري,الرياض, حي العلا ,شمالية,1650.0,8000.0,13200000.0
أرض,تجاري,الرياض, حي اليرموك ,جنوبية,1089.0,8000.0,8712000.0
أرض,تجاري وسكني,الرياض, حي النسيم الشرقي ,شمالية,840.0,2500.0,2100000.0
أرض,سكني,الرياض, حي المنار ,جنوبية,540.0,2500.0,1350000.0
أرض,سكني,الرياض, حي الملك فيصل ,جنوبية,1089.0,3350.0,3648150.0
أرض,سكني,الرياض, حي الشرق ,شرقية,360.0,2400.0,864000.0
أرض,سكني,الرياض, حي المونسية ,جنوبية,300.0,4400.0,1320000.0
أرض,سكني,الرياض, حي القادسية ,جنوبية شرقية,510.0,4019.0,2049690.0
أرض,سكني,الرياض, حي المونسية ,شمالية,500.0,4200.0,2100000.0
أرض,سكني,الرياض, حي المشرق ,شمالية,936.0,515.0,482040.0
أرض,سكني,الرياض, حي القدس ,شمالية,437.0,2350.0,1026950.0
أرض,سكني,الرياض, حي الخليج ,شمالية غربية,600.0,2600.0,1560000.0
أرض,سكني,الرياض, حي المونسية ,شمالية,621.0,2600.0,1614600.0
أرض,سكني,الرياض, حي الرمال ,شمالية شرقية,580.0,2600.0,1508000.0
أرض,سكني,الرياض, حي السلام ,غربية,360.0,3339.0,1202040.0
أرض,سكني,الرياض, حي اليرموك ,شمالية,4350.0,6000.0,26100000.0
أرض,سكني,الرياض, حي الندوة ,شرقية,1200.0,3000.0,3600000.0
أرض,تجاري وسكني,الرياض, حي الزاهر ,جنوبية,900.0,1000.0,900000.0
أرض,تجاري وسكني,الرياض, حي البيان ,شمالية,1500.0,1000.0,1500000.0
أرض,تجاري وسكني,الرياض, حي القادسية ,شمالية,312.0,3300.0,1029600.0
أرض,تجاري وسكني,الرياض, حي القادسية ,شرقية,900.0,3300.0,2970000.0
أرض,تجاري وسكني,الرياض, حي القادسية ,جنوبية شرقية,306.0,2700.0,826200.0
أرض,تجاري وسكني,الرياض, حي القادسية ,شرقية,270.0,2700.0,729000.0
أرض,تجاري وسكني,الرياض, حي الجزيرة ,أربع شوارع,1800.0,2700.0,4860000.0
أرض,تجاري وسكني,الرياض, حي القادسية ,شمالية شرقية,234.0,3100.0,725400.0
أرض,تجاري وسكني,الرياض, حي القادسية ,جنوبية,3000.0,3080.0,9240000.0
أرض,تجاري وسكني,الرياض, حي اليرموك ,جنوبية,1089.0,3400.0,3702600.0
أرض,تجاري وسكني,الرياض, حي المونسية ,شمالية,875.0,4000.0,3500000.0
أرض,تجاري وسكني,الرياض, حي العلا ,شمالية,1627.0,4000.0,6508000.0
أرض,تجاري وسكني,الرياض, حي النهضة ,جنوبية,1089.0,2850.0,3103650.0
أرض,تجاري وسكني,الرياض, حي النظيم ,غربية,590.0,4000.0,2360000.0
أرض,تجاري وسكني,الرياض, حي الصفا ,غربية,400.0,4000.0,1600000.0
أرض,تجاري وسكني,الرياض, حي النسيم الغربي ,جنوبية,875.0,1800.0,1575000.0
أرض,تجاري وسكني,الرياض, حي النسيم الغربي ,شمالية,437.0,1850.0,808450.0
أرض,تجاري وسكني,الرياض, حي النسيم الغربي ,غربية,600.0,1850.0,1110000.0
أرض,تجاري وسكني,الرياض, حي النسيم الغربي ,جنوبية,875.0,1900.0,1662500.0
أرض,تجاري وسكني,الرياض, حي الرمال ,جنوبية,372.0,3100.0,1153200.0
أرض,تجاري وسكني,الرياض, حي العلا ,ثلاث شوارع,24000.0,3000.0,72000000.0
أرض,تجاري وسكني,الرياض, حي العلا ,ثلاث شوارع,17927.0,1500.0,26890500.0
أرض,تجاري وسكني,الرياض, حي العلا ,جنوبية,350.0,4000.0,1400000.0
أرض,تجاري وسكني,الرياض, حي الازدهار ,غربية,771.0,4000.0,3084000.0
أرض,تجاري وسكني,الرياض, حي الازدهار ,جنوبية,2000.0,500.0,1000000.0
أرض,سكني,الرياض, حي النسيم الغربي ,شمالية غربية,625.0,2400.0,1500000.0
أرض,سكني,الرياض, حي الملز ,ثلاث شوارع,1148.0,2400.0,2755200.0
أرض,سكني,الرياض, حي القادسية ,شرقية,543.0,2300.0,1248900.0
أرض,تجاري وسكني,الرياض, حي الملك فيصل ,شمالية شرقية,900.0,4500.0,4050000.0
أرض,تجاري وسكني,الرياض, حي الروضة ,شمالية شرقية,900.0,4500.0,4050000.0
أرض,تجاري وسكني,الرياض, حي اليرموك ,غربية,745.0,671.0,499895.0
أرض,تجاري وسكني,الرياض, حي النسيم الشرقي ,شرقية,800.0,671.0,536800.0
أرض,تجاري وسكني,الرياض, حي قرطبة ,غربية,450.0,671.0,301950.0
أرض,تجاري وسكني,الرياض, حي المشرق ,شرقية,1021.0,1000.0,1021000.0
أرض,تجاري وسكني,الرياض, حي المشرق ,جنوبية,825.0,1000.0,825000.0
أرض,تجاري وسكني,الرياض, حي الزاهر ,جنوبية غربية,1020.0,800.0,816000.0
أرض,تجاري وسكني,الرياض, حي خشم العان ,شرقية,416.0,3300.0,1372800.0
أرض,تجاري وسكني,الرياض, حي خشم العان ,شرقية,900.0,3300.0,2970000.0
أرض,تجاري وسكني,الرياض, حي الرمال ,ثلاث شوارع,2246.0,4000.0,8984000.0
أرض,تجاري وسكني,الرياض, حي السلام ,شمالية,350.0,3700.0,1295000.0
أرض,تجاري وسكني,الرياض, حي السلام ,شرقية,1.0,1400.0,1400.0
أرض,تجاري وسكني,الرياض, حي الروضة ,جنوبية,900.0,5778.0,5200200.0
أرض,تجاري وسكني,الرياض, حي قرطبة ,شرقية,1250.0,6500.0,8125000.0
أرض,تجاري وسكني,الرياض, حي النسيم الغربي ,شرقية,1250.0,6500.0,8125000.0
أرض,تجاري وسكني,الرياض, حي النسيم الغربي ,جنوبية,747.0,6500.0,4855500.0
أرض,تجاري وسكني,الرياض, حي البيان ,جنوبية,273.0,2500.0,682500.0
أرض,تجاري وسكني,الرياض, حي البيان ,جنوبية,273.0,2570.0,701610.0
أرض,تجاري وسكني,الرياض, حي النظيم ,جنوبية,273.0,2570.0,701610.0
أرض,تجاري وسكني,الرياض, حي الروضة ,شمالية غربية,750.0,4200.0,3150000.0
أرض,تجاري وسكني,الرياض, حي الروضة ,غربية,900.0,444.0,399600.0
أرض,تجاري وسكني,الرياض, حي الخليج ,شمالية شرقية,648.0,444.0,287712.0
أرض,تجاري وسكني,الرياض, حي الخليج ,شمالية,2800.0,444.0,1243200.0
أرض,تجاري وسكني,الرياض, ,شمالية,343.0,2871.0,984753.0
أرض,تجاري وسكني,الرياض, حي اشبيلية ,شمالية,343.0,2871.0,984753.0
أرض,تجاري وسكني,الرياض, حي الجنادرية ,شرقية,999.0,2202.0,2199798.0
أرض,تجاري وسكني,الرياض, حي النسيم الشرقي ,شرقية,440.0,2954.0,1299760.0
أرض,تجاري وسكني,الرياض, حي اليرموك ,جنوبية,1089.0,2954.0,3216906.0
أرض,تجاري وسكني,الرياض, حي الشرق ,جنوبية,756.0,310.0,234360.0
أرض,تجاري وسكني,الرياض, حي النظيم ,شمالية,833.0,1441.0,1200353.0
أرض,تجاري وسكني,الرياض, حي النظيم ,جنوبية,2000.0,525.0,1050000.0
أرض,تجاري وسكني,الرياض, حي النظيم ,جنوبية شرقية,900.0,950.0,855000.0
أرض,تجاري وسكني,الرياض, حي النظيم ,شمالية,459.0,2500.0,1147500.0
أرض,تجاري وسكني,الرياض, حي اليرموك ,جنوبية شرقية,1170.0,5000.0,5850000.0
أرض,بدون غرض,الرياض, حي القادسية ,شرقية,543.0,2650.0,1438950.0
أرض,بدون غرض,الرياض, حي العارض ,جنوبية,432.0,2650.0,1144800.0
أرض,بدون غرض,الرياض, حي العارض ,جنوبية,747.0,2650.0,1979550.0
أرض,بدون غرض,الرياض, حي النرجس ,جنوبية,432.0,4900.0,2116800.0
أرض,بدون غرض,الرياض, العيينة ,جنوبية,937.0,4900.0,4591300.0
أرض,بدون غرض,الرياض, حي الجزيرة ,شمالية,240.0,4900.0,1176000.0
أرض,بدون غرض,الرياض, حي الجزيرة ,شمالية,240.0,800.0,192000.0
أرض,بدون غرض,الرياض, حي الجزيرة ,شرقية,900.0,800.0,720000.0
أرض,بدون غرض,الرياض, حي الشهداء ,شرقية,312.0,5000.0,1560000.0
أرض,بدون غرض,الرياض, حي الملقا ,غربية,900.0,5000.0,4500000.0
أرض,بدون غرض,الرياض, حي النرجس ,جنوبية,450.0,5000.0,2250000.0
أرض,بدون غرض,الرياض, حي الغنامية ,ثلاث شوارع,3660.0,1000.0,3660000.0
أرض,بدون غرض,الرياض, حي النرجس ,ثلاث شوارع,3660.0,1000.0,3660000.0
أرض,بدون غرض,الرياض, حي خشم العان ,شمالية,750.0,1000.0,750000.0
أرض,بدون غرض,الرياض, حي عرقة ,غربية,653.0,4800.0,3134400.0
أرض,بدون غرض,الرياض, حي المهدية ,ثلاث شوارع,450.0,3150.0,1417500.0
أرض,بدون غرض,الرياض, حي الدار البيضاء ,شرقية,1119.0,1600.0,1790400.0
أرض,بدون غرض,الرياض, حي المعيزيلة ,شمالية,4000.0,2200.0,8800000.0
أرض,بدون غرض,الرياض, حي المهدية ,شمالية,810.0,2550.0,2065500.0
أرض,بدون غرض,الرياض, حي سلطانة ,جنوبية,337.0,2550.0,859350.0
أرض,بدون غرض,الرياض, حي المونسية ,جنوبية شرقية,252.0,5000.0,1260000.0
أرض,بدون غرض,الرياض, حي النهضة ,جنوبية,412.0,2800.0,1153600.0
أرض,بدون غرض,الرياض, حي الندى ,جنوبية,412.0,2800.0,1153600.0
أرض,بدون غرض,الرياض, حي النرجس ,شمالية,3493.0,6200.0,21656600.0
أرض,بدون غرض,الرياض, حي النرجس ,شرقية,500.0,5500.0,2750000.0
أرض,سكني,الرياض, حي النرجس ,شرقية,500.0,5500.0,2750000.0
أرض,سكني,الرياض, العيينة ,شمالية غربية,1000.0,5500.0,5500000.0
أرض,سكني,الرياض, حي النرجس ,شمالية غربية,875.0,5500.0,4812500.0
أرض,سكني,الرياض, حي الرمال ,ثلاث شوارع,1080.0,3000.0,3240000.0
أرض,سكني,الرياض, العيينة ,ثلاث شوارع,674.0,3000.0,2022000.0
أرض,سكني,الرياض, حي المهدية ,شمالية,450.0,3000.0,1350000.0
أرض,سكني,الرياض, حي عرقة ,جنوبية,726.0,5000.0,3630000.0
أرض,سكني,الرياض, حي النرجس ,غربية,400.0,4900.0,1960000.0
أرض,سكني,الرياض, حي ظهرة لبن ,شمالية شرقية,1055.0,2500.0,2637500.0
أرض,سكني,الرياض, حي العين ,شمالية شرقية,674.0,1630.0,1098620.0
أرض,سكني,الرياض, حي حطين ,غربية,856.0,1630.0,1395280.0
أرض,سكني,الرياض, حي ظهرة لبن ,ثلاث شوارع,750.0,1833.0,1374750.0
أرض,سكني,الرياض, حي الهدا ,غربية,2317.0,3200.0,7414400.0
أرض,سكني,الرياض, حي الملقا ,غربية,2184.0,3200.0,6988800.0
أرض,سكني,الرياض, حي طويق ,شمالية,15730.0,3000.0,47190000.0
أرض,سكني,الرياض, حي المنصورة ,جنوبية,1000.0,8500.0,8500000.0
أرض,سكني,الرياض, حي طويق ,شمالية,5000.0,2600.0,13000000.0
أرض,سكني,الرياض, حي عريض ,أربع شوارع,750.0,1000.0,750000.0
أرض,سكني,الرياض, حي طويق ,جنوبية,11930.0,2200.0,26246000.0
أرض,سكني,الرياض, حي الملقا ,ثلاث شوارع,6372.0,8631.0,54996732.0
أرض,تجاري وسكني,الرياض, حي العارض ,ثلاث شوارع,2500.0,3300.0,8250000.0
أرض,تجاري وسكني,الرياض, حي المناخ ,شمالية,312.0,1300.0,405600.0
أرض,تجاري وسكني,الرياض, حي المناخ ,شمالية,900.0,1300.0,1170000.0
أرض,تجاري وسكني,الرياض, حي العارض ,شمالية,600.0,3600.0,2160000.0
أرض,تجاري وسكني,الرياض, حي ظهرة لبن ,شمالية شرقية,1055.0,2500.0,2637500.0
أرض,تجاري وسكني,الرياض, حي القيروان ,شمالية,900.0,6000.0,5400000.0
أرض,تجاري وسكني,الرياض, حي المهدية ,شمالية,900.0,6000.0,5400000.0
أرض,تجاري وسكني,الرياض, ضاحية نمار ,شمالية,450.0,3350.0,1507500.0
أرض,تجاري وسكني,الرياض, حي الخير ,شمالية شرقية,437.0,1739.0,759943.0
أرض,تجاري وسكني,الرياض, حي الصحافة ,شرقية,862.0,6500.0,5603000.0
أرض,تجاري وسكني,الرياض, حي المهدية ,شرقية,450.0,2600.0,1170000.0
أرض,تجاري وسكني,الرياض, حي طويق ,شرقية,870.0,2600.0,2262000.0
أرض,تجاري وسكني,الرياض, حي الخير ,غربية,750.0,2600.0,1950000.0
أرض,تجاري وسكني,الرياض, حي النرجس ,شرقية,900.0,6000.0,5400000.0
أرض,تجاري وسكني,الرياض, حي النرجس ,شمالية شرقية,900.0,6500.0,5850000.0
أرض,تجاري وسكني,الرياض, حي العوالي ,شرقية,500.0,6500.0,3250000.0
أرض,تجاري,الرياض, حي الرمال ,ثلاث شوارع,2900.0,3800.0,11020000.0
أرض,تجاري,الرياض, حي الصحافة ,شمالية غربية,2007.0,3800.0,7626600.0
أرض,تجاري,الرياض, حي الخير ,شرقية,750.0,3800.0,2850000.0
أرض,تجاري,الرياض, حي الغنامية ,جنوبية غربية,414.0,3800.0,1573200.0
أرض,تجاري,الرياض, حي النخيل ,ثلاث شوارع,10000.0,8000.0,80000000.0
أرض,تجاري,الرياض, حي اليرموك ,جنوبية,1089.0,3300.0,3593700.0
أرض,تجاري,الرياض, حي ظهرة نمار ,شمالية,300.0,3300.0,990000.0
أرض,تجاري,الرياض, حي المعيزلة ,جنوبية,550.0,3000.0,1650000.0
أرض,تجاري,الرياض, حي اليرموك ,جنوبية,1089.0,3200.0,3484800.0
أرض,تجاري,الرياض, حي اليرموك ,شمالية شرقية,300.0,3200.0,960000.0
أرض,تجاري,الرياض, حي اليرموك ,غربية,409.0,1000.0,409000.0
أرض,تجاري,الرياض, حي اليرموك ,جنوبية,1089.0,3250.0,3539250.0
أرض,تجاري,الرياض, حي الرمال ,شمالية شرقية,3092.0,650.0,2009800.0
أرض,تجاري,الرياض, حي المهدية ,غربية,409.0,2570.0,1051130.0
أرض,تجاري,الرياض, حي النرجس ,غربية,435.0,3200.0,1392000.0
أرض,تجاري وسكني,الرياض, طريق النفود ,ثلاث شوارع,495.0,2500.0,1237500.0
أرض,تجاري وسكني,الرياض, طريق النفود ,جنوبية,472.0,2500.0,1180000.0
أرض,تجاري وسكني,الرياض, حي الشرق ,شرقية,450.0,925.0,416250.0
أرض,تجاري وسكني,الرياض, حي عريض ,غربية,450.0,3100.0,1395000.0
أرض,تجاري وسكني,الرياض, حي عريض ,شمالية,517.0,3100.0,1602700.0
أرض,سكني,الرياض, حي عريض ,شمالية شرقية,2048.0,1709.0,3500032.0
أرض,سكني,الرياض, حي الدار البيضاء ,جنوبية,4675.0,1709.0,7989575.0
أرض,سكني,الرياض, حي النرجس ,شرقية,450.0,4900.0,2205000.0
أرض,تجاري,الرياض, حي النرجس ,شمالية,450.0,4700.0,2115000.0
أرض,سكني,الرياض, حي النرجس ,شمالية,450.0,4300.0,1935000.0
